Categoría,Texto
Sentido,"No hace sentido indagar en las inmoralidades del mundo, porque las hay y señalarlas es querer hacer una apología del desorden que desde que se tiene registro ha existido. Las hay, y son apestosas. Las hay y son vergonzosas y reprochables por todo quien las conozca, menos por los inmundos que las realizan"
Mundo,"No hace sentido indagar en las inmoralidades del mundo, porque las hay y señalarlas es querer hacer una apología del desorden que desde que se tiene registro ha existido. Las hay, y son apestosas. Las hay y son vergonzosas y reprochables por todo quien las conozca, menos por los inmundos que las realizan"
Querencia,"No hace sentido indagar en las inmoralidades del mundo, porque las hay y señalarlas es querer hacer una apología del desorden que desde que se tiene registro ha existido. Las hay, y son apestosas. Las hay y son vergonzosas y reprochables por todo quien las conozca, menos por los inmundos que las realizan"
Mundo,"Puede que el mundo sea consciente de las inmoralidades que comete, pero puede no todo serlo de su fundamento, sino de su superficie"
Mundo,"El mundo, o vive bajo una descarada lisonja, o con todo y dominio bajo un auténtico y no desequilibrado nivel de ignorancia, porque de insensatos e ignorantes no se salva ninguno"
Justicia,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Problemas,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Insensatez,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Socializar,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Mundo,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Dominio,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Orden,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Sabiduría,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Humanos,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Artificio,"Nuestros comportamientos con el uso de los artificios son analizados, creando personas de acuerdo a los patrones que el artificio capta de sus cuantiosos usuarios, y sin tener que conocernos individualmente, tras millones de patrones que se pueden comparar con los de uno mismo, se sabe mejor que muchos, incluso los más allegados a uno, sobre uno mismo. Su eficiencia apenas se ve en la publicidad por obvias razones, sino que se ve para comenzar a mayor grado en aquellos servicios que compilan contenido relevante para nuestro consumo. La capacidad de análisis de estos artificios y la posibilidad de explotación es amenazante para la integridad de la sociedad. Preocuparse por la privacidad individual es lo último por lo que se hay que preocupar, es otra insensatez del bárbaro, es verle la superficie al problema. No se diferencia la manera en que se utilizan los datos para una estrategia de ventas que para una política o social. Nadie a escala necesita saber los nombres de nadie, ni atraer a las masas por la particularidad de cada individuo, para comenzar, porque la individualidad no existe. Todos los seres somos gregarios, comunitarios de alguna u otra manera. Todos tienen algo con que identificarse con otros en cualquier nivel de sus características. Sea que hayan conspiraciones detrás o que el mundo dominante lo haga en su propia ignorancia, cosa que no es la intención cuestionar, es incuestionable que el mundo vive bajo un nivel y un potencial de manipulación jamás antes conocido. Dejando aparte lo irónico e insensato de las personas que defienden el orden actual y que creen que conocen la libertad, la soberanía y la justicia"
Felicidad,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Dios,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Armonía,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Mundo,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Placer,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Cielo,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Humanos,"Todos se preocupan de heredar, de asegurar su bienestar. Pero ¿qué mayor herencia que una heredada no del hombre sino de Dios, no de la tierra sino del cielo? Buscan asegurar la felicidad, pero con cosas perecederas que solo llevan a la tristeza. Aquellos que no saben lo que es la felicidad buscan heredarla, y en cuanto su descendencia pone sus manos en ella no les resulta en la misma felicidad. ¿Cómo se quiere complacer a aquellos que no saben lo que les hace feliz? ¿Qué herencia más segura que un mundo en armonía? ¿Qué mas seguro que una herencia imperecedera? No les anuncio una mundo fantástico, sino un mundo donde nada se derrocha, nada se echa a perder, donde no se hacen injusticias. ¿Qué se necesita asegurar en un mundo sin injusticia"
Felicidad,"No se viene a exhortar a nadie a que sean unos santos, o a que se comporten como seres divinos, sino a no someterse a aquello que los hace tener que pensar y comportarse como unos santos para ser felices. Se exhorta que se puede vivir un mundo donde nadie vive tentado ni necesitado o al menos descarriado, no que se puede ser inmune a la tentación. Y porque puede haber un mundo sin tentaciones, puede haber verdadera felicidad. La felicidad no se encuentra, sino que nos encuentra. Quienes encuentran a la felicidad, lo hacen por medio de Dios. Y de igual manera fue Dios que llego a esa persona, no esa a Dios"
Pensar,"No se viene a exhortar a nadie a que sean unos santos, o a que se comporten como seres divinos, sino a no someterse a aquello que los hace tener que pensar y comportarse como unos santos para ser felices. Se exhorta que se puede vivir un mundo donde nadie vive tentado ni necesitado o al menos descarriado, no que se puede ser inmune a la tentación. Y porque puede haber un mundo sin tentaciones, puede haber verdadera felicidad. La felicidad no se encuentra, sino que nos encuentra. Quienes encuentran a la felicidad, lo hacen por medio de Dios. Y de igual manera fue Dios que llego a esa persona, no esa a Dios"
Dios,"No se viene a exhortar a nadie a que sean unos santos, o a que se comporten como seres divinos, sino a no someterse a aquello que los hace tener que pensar y comportarse como unos santos para ser felices. Se exhorta que se puede vivir un mundo donde nadie vive tentado ni necesitado o al menos descarriado, no que se puede ser inmune a la tentación. Y porque puede haber un mundo sin tentaciones, puede haber verdadera felicidad. La felicidad no se encuentra, sino que nos encuentra. Quienes encuentran a la felicidad, lo hacen por medio de Dios. Y de igual manera fue Dios que llego a esa persona, no esa a Dios"
Mundo,"No se viene a exhortar a nadie a que sean unos santos, o a que se comporten como seres divinos, sino a no someterse a aquello que los hace tener que pensar y comportarse como unos santos para ser felices. Se exhorta que se puede vivir un mundo donde nadie vive tentado ni necesitado o al menos descarriado, no que se puede ser inmune a la tentación. Y porque puede haber un mundo sin tentaciones, puede haber verdadera felicidad. La felicidad no se encuentra, sino que nos encuentra. Quienes encuentran a la felicidad, lo hacen por medio de Dios. Y de igual manera fue Dios que llego a esa persona, no esa a Dios"
Humanos,"No se viene a exhortar a nadie a que sean unos santos, o a que se comporten como seres divinos, sino a no someterse a aquello que los hace tener que pensar y comportarse como unos santos para ser felices. Se exhorta que se puede vivir un mundo donde nadie vive tentado ni necesitado o al menos descarriado, no que se puede ser inmune a la tentación. Y porque puede haber un mundo sin tentaciones, puede haber verdadera felicidad. La felicidad no se encuentra, sino que nos encuentra. Quienes encuentran a la felicidad, lo hacen por medio de Dios. Y de igual manera fue Dios que llego a esa persona, no esa a Dios"
Dios,"No se exhorta a que sean como el hijo de Dios, sino a que su voluntad se haga en ustedes para eliminar lo que nos hace pecar. No se exhorta a que pretendan no ser pecadores, porque todo el que está hecho de tierra no está exento de pecar. Se exhorta no a esforzarse por conseguir lo que no tienen para ser felices, sino a soltar de lo que tienen para serlo"
Felicidad,"Es una felicidad sufrir por Dios porque en Dios hay salvación. Por lo demás, todo lleva a la muerte, a una eternidad de sufrimiento. El que sufre en la Tierra por Dios será consolado. Es por el sufrimiento que se llega a la felicidad, siempre que aquello por lo que se sufra sea real. Pero aquel que sufre por una mentira, nunca encontrará la felicidad. Quien busque felicidad donde no la hay, sufrirá en vano. ¿Qué hace con sufrir aquel que busca ríos de oro? ¿Pero si aquel sufre porque se le secan y contaminan los ríos? ¿Qué hace aquel que sufre por una ciudad de oro? ¿Pero si aquel sufre por los bosques y los ríos? ¿Que hace aquel que sufre por tener un aire acondicionado? ¿Pero si aquel sufre por los aires contaminados"
Dios,"Es una felicidad sufrir por Dios porque en Dios hay salvación. Por lo demás, todo lleva a la muerte, a una eternidad de sufrimiento. El que sufre en la Tierra por Dios será consolado. Es por el sufrimiento que se llega a la felicidad, siempre que aquello por lo que se sufra sea real. Pero aquel que sufre por una mentira, nunca encontrará la felicidad. Quien busque felicidad donde no la hay, sufrirá en vano. ¿Qué hace con sufrir aquel que busca ríos de oro? ¿Pero si aquel sufre porque se le secan y contaminan los ríos? ¿Qué hace aquel que sufre por una ciudad de oro? ¿Pero si aquel sufre por los bosques y los ríos? ¿Que hace aquel que sufre por tener un aire acondicionado? ¿Pero si aquel sufre por los aires contaminados"
Sufrimiento,"Es una felicidad sufrir por Dios porque en Dios hay salvación. Por lo demás, todo lleva a la muerte, a una eternidad de sufrimiento. El que sufre en la Tierra por Dios será consolado. Es por el sufrimiento que se llega a la felicidad, siempre que aquello por lo que se sufra sea real. Pero aquel que sufre por una mentira, nunca encontrará la felicidad. Quien busque felicidad donde no la hay, sufrirá en vano. ¿Qué hace con sufrir aquel que busca ríos de oro? ¿Pero si aquel sufre porque se le secan y contaminan los ríos? ¿Qué hace aquel que sufre por una ciudad de oro? ¿Pero si aquel sufre por los bosques y los ríos? ¿Que hace aquel que sufre por tener un aire acondicionado? ¿Pero si aquel sufre por los aires contaminados"
Muerte,"Es una felicidad sufrir por Dios porque en Dios hay salvación. Por lo demás, todo lleva a la muerte, a una eternidad de sufrimiento. El que sufre en la Tierra por Dios será consolado. Es por el sufrimiento que se llega a la felicidad, siempre que aquello por lo que se sufra sea real. Pero aquel que sufre por una mentira, nunca encontrará la felicidad. Quien busque felicidad donde no la hay, sufrirá en vano. ¿Qué hace con sufrir aquel que busca ríos de oro? ¿Pero si aquel sufre porque se le secan y contaminan los ríos? ¿Qué hace aquel que sufre por una ciudad de oro? ¿Pero si aquel sufre por los bosques y los ríos? ¿Que hace aquel que sufre por tener un aire acondicionado? ¿Pero si aquel sufre por los aires contaminados"
Felicidad,"A los que anunciamos una verdadera felicidad no nos tienen que ver felices, porque sería una contradicción ser feliz donde se anuncia una felicidad justamente porque no la hay. ¿Para que tanta cosa si fuéramos felices? No venimos a pretender vivir la felicidad donde no la hay. No nos tienen que ver felices, porque no venimos a disfrutar y a reírnos un disfrute que no dura, sino que venimos a sufrir por una felicidad que no se acaba. Si las plantas no muestran signos de secarse, ¿cómo quieren que su dueño reaccione y las riegue"
Sufrimiento,"A los que anunciamos una verdadera felicidad no nos tienen que ver felices, porque sería una contradicción ser feliz donde se anuncia una felicidad justamente porque no la hay. ¿Para que tanta cosa si fuéramos felices? No venimos a pretender vivir la felicidad donde no la hay. No nos tienen que ver felices, porque no venimos a disfrutar y a reírnos un disfrute que no dura, sino que venimos a sufrir por una felicidad que no se acaba. Si las plantas no muestran signos de secarse, ¿cómo quieren que su dueño reaccione y las riegue"
Disfrutar,"A los que anunciamos una verdadera felicidad no nos tienen que ver felices, porque sería una contradicción ser feliz donde se anuncia una felicidad justamente porque no la hay. ¿Para que tanta cosa si fuéramos felices? No venimos a pretender vivir la felicidad donde no la hay. No nos tienen que ver felices, porque no venimos a disfrutar y a reírnos un disfrute que no dura, sino que venimos a sufrir por una felicidad que no se acaba. Si las plantas no muestran signos de secarse, ¿cómo quieren que su dueño reaccione y las riegue"
Naturaleza,"Como si fuera natural que a las plantas se les muevan de su lugar y se les siembren en macetas, aquellos que lo hacen y se les mueren, ni siquiera tienen la sensatez de culparse, sino que a las plantas las juzgan y les echan las culpas. Así culpan los déspotas que son todos los gobernantes y poderosos a las personas que no se ajustan a sus insensateces. Es decir, sus planes, sus inventos, sus ideas, sus gobiernos"
Insensatez,"Como si fuera natural que a las plantas se les muevan de su lugar y se les siembren en macetas, aquellos que lo hacen y se les mueren, ni siquiera tienen la sensatez de culparse, sino que a las plantas las juzgan y les echan las culpas. Así culpan los déspotas que son todos los gobernantes y poderosos a las personas que no se ajustan a sus insensateces. Es decir, sus planes, sus inventos, sus ideas, sus gobiernos"
Sensatez,"Como si fuera natural que a las plantas se les muevan de su lugar y se les siembren en macetas, aquellos que lo hacen y se les mueren, ni siquiera tienen la sensatez de culparse, sino que a las plantas las juzgan y les echan las culpas. Así culpan los déspotas que son todos los gobernantes y poderosos a las personas que no se ajustan a sus insensateces. Es decir, sus planes, sus inventos, sus ideas, sus gobiernos"
Humanos,"Como si fuera natural que a las plantas se les muevan de su lugar y se les siembren en macetas, aquellos que lo hacen y se les mueren, ni siquiera tienen la sensatez de culparse, sino que a las plantas las juzgan y les echan las culpas. Así culpan los déspotas que son todos los gobernantes y poderosos a las personas que no se ajustan a sus insensateces. Es decir, sus planes, sus inventos, sus ideas, sus gobiernos"
Culpa,"Como si fuera natural que a las plantas se les muevan de su lugar y se les siembren en macetas, aquellos que lo hacen y se les mueren, ni siquiera tienen la sensatez de culparse, sino que a las plantas las juzgan y les echan las culpas. Así culpan los déspotas que son todos los gobernantes y poderosos a las personas que no se ajustan a sus insensateces. Es decir, sus planes, sus inventos, sus ideas, sus gobiernos"
Verdad,"Todas las personas tienen una verdad en su corazón. Cuando se les ignora es cuando se les causan problemas. Así las plantas se mueren por falta de agua, y las relaciones se terminan por falta de atención, pero las personas no pueden terminar con la sociedad como pueden termina con su pareja. Pues justamente los que no pueden terminar con sus parejas viven en una relación tóxica y les enferma. Así es la relación que muchos tienen con la sociedad"
Problemas,"Todas las personas tienen una verdad en su corazón. Cuando se les ignora es cuando se les causan problemas. Así las plantas se mueren por falta de agua, y las relaciones se terminan por falta de atención, pero las personas no pueden terminar con la sociedad como pueden termina con su pareja. Pues justamente los que no pueden terminar con sus parejas viven en una relación tóxica y les enferma. Así es la relación que muchos tienen con la sociedad"
Humanos,"Todas las personas tienen una verdad en su corazón. Cuando se les ignora es cuando se les causan problemas. Así las plantas se mueren por falta de agua, y las relaciones se terminan por falta de atención, pero las personas no pueden terminar con la sociedad como pueden termina con su pareja. Pues justamente los que no pueden terminar con sus parejas viven en una relación tóxica y les enferma. Así es la relación que muchos tienen con la sociedad"
Consciencia,"El mundo juzga por su falta de conciencia. Como quien toma una planta y se la lleva, y cree que tener una planta es tan solo cuestión de regarla. Y cuando se le seca dice “no pegó”.  Nunca se cuestionó si la tierra era fértil, si necesitaba mejor sombra o iluminación, si necesitaba más humedad o un ambiente más seco. Solamente se le juzgo por planta. Esta inconsciencia es la causa de la mentalidad que causa masificación"
